WORD: FREQUENCY
stale: 1
dropped: 21
impressedid: 1
beefy: 1
beetles: 1
bridge: 1
glinting: 4
bow: 1
mane: 2
hinges: 1
perfect: 6
glimmered: 1
chicken: 3
herejust: 1
grandfather: 2
beds: 2
clean: 7
youim: 1
handsnow: 1
ashamed: 2
youll: 30
utter: 1
keys: 9
note: 23
terror: 2
upright: 2
thrashing: 2
birthday: 13
wear: 3
boom: 2
meddlin: 1
arguments: 1
felt: 49
lump: 3
annoy: 1
plunged: 3
crunching: 4
screwed: 2
slightly: 6
wishing: 4
sorryi: 1
coat: 11
warmer: 1
reliving: 1
corridors: 10
swelling: 1
nearer: 13
grimly: 2
cauldron: 18
pin: 2
tick: 1
wrist: 6
theyve: 7
thunder: 1
leapt: 14
squeal: 2
killed: 13
comfortable: 2
ferociously: 1
clutching: 7
wizards: 27
raged: 1
blanket: 1
thinnest: 1
cowering: 1
dirty: 4
duties: 1
softest: 1
didn: 4
grab: 6
replacing: 1
moth: 1
vol: 3
moldy: 2
veins: 1
hufflepuffwhere: 1
fierce: 4
shhhh: 2
brushed: 1
inferno: 1
vault: 10
delicately: 1
turban: 14
laugh: 6
waves: 1
decidefinnigan: 1
smeltings: 4
privately: 2
balloon: 3
deliver: 2
reaching: 3
evening: 14
teaches: 1
cans: 1
quidditch: 55
chance: 11
duddys: 1
cracks: 2
shriveled: 2
ordinary: 9
yehve: 8
judging: 1
galleons: 4
poster: 2
fire: 35
mustnt: 2
tightened: 2
theyresaying: 1
cruel: 1
exits: 1
punch: 1
bananas: 1
chips: 1
rooms: 2
mountains: 3
problem: 4
empty: 23
creepy: 2
gaps: 1
interfering: 2
left: 80
listening: 11
seaweed: 1
day: 58
tired: 6
room: 91
security: 2
breaks: 1
whipped: 4
chilly: 1
o: 31
squeaked: 4
damp: 8
freezing: 3
doesnt: 10
skyand: 1
welcome: 7
rolling: 2
briefcase: 1
tufty: 1
screamedseize: 1
nosie: 1
rowboat: 1
agreed: 10
forehead: 12
knuts: 6
kindly: 2
gentlemans: 1
speeding: 6
perched: 4
village: 3
sea: 8
walked: 46
plain: 3
disappointment: 1
twig: 3
armed: 2
package: 13
funlast: 1
games: 3
inside: 57
birthdays: 1
bated: 1
hatched: 1
treating: 1
handed: 9
tomorrow: 10
ststuttering: 1
pellets: 1
nick: 4
whats: 36
secretary: 1
seehe: 1
profitits: 1
televisionthen: 1
tub: 2
days: 11
glowing: 3
count: 2
halfway: 8
dud: 2
multilevel: 1
archway: 5
beat: 4
eryes: 3
bending: 1
marge: 3
hidden: 10
parked: 1
slotted: 1
nightfall: 1
dully: 1
beater: 1
eggswhat: 1
sniffed: 4
daddys: 1
toothless: 2
dining: 1
unless: 9
sausage: 3
railway: 1
railview: 1
childhood: 1
itself: 5
undred: 1
buzzing: 1
lid: 1
silkily: 1
scuse: 1
shivered: 6
rats: 4
touch: 11
fortunately: 1
windowsill: 2
sight: 25
bicycle: 1
handim: 1
snored: 1
musty: 1
change: 9
angles: 2
twin: 9
mountain: 6
waiting: 19
palomino: 1
clear: 6
outskirts: 1
biased: 1
tendrils: 1
letters: 21
gloomy: 4
alien: 1
eat: 10
gloves: 2
grindelwald: 2
whenever: 2
rose: 11
touched: 6
mutter: 3
em: 13
themselves: 14
sports: 1
wrenched: 3
band: 1
mostly: 1
pack: 6
widely: 1
sandwiches: 5
be: 362
harryyer: 1
feverishly: 1
tufts: 1
correcting: 1
wizardry: 6
bletchley: 1
gravyketchup: 1
bottom: 8
shut: 23
faces: 13
waist: 3
sometime: 1
ducked: 2
newspapers: 1
findanyway: 1
cheerfully: 3
dead: 18
july: 3
nuts: 2
eyesher: 1
splattered: 1
stitches: 1
adrian: 2
sunday: 1
onto: 38
aa: 1
shoo: 1
amazement: 4
badly: 5
others: 15
dumbledores: 15
fudge: 4
toilor: 1
goodness: 3
slugs: 1
thick: 14
monday: 2
wordsits: 1
hearing: 1
milkman: 1
tulips: 1
number: 17
fruitcake: 1
admitted: 2
fourth: 2
knock: 9
gryffindors: 16
walled: 1
crikey: 1
purpose: 5
coming: 33
minds: 5
excitement: 5
rabbitin: 1
thatll: 4
spoil: 2
nails: 2
boyknows: 1
balloons: 1
acid: 1
tearing: 3
scoop: 1
earn: 2
proud: 7
lap: 4
miserably: 5
ollivander: 18
shock: 11
clearly: 11
squashy: 4
trodden: 2
coast: 1
loop: 1
robe: 3
aaaaarrrgh: 1
colorcoding: 1
postman: 1
keeping: 10
lead: 9
familiar: 1
herbs: 4
wait: 17
professorits: 1
now: 155
stole: 3
absurd: 1
alarm: 2
address: 2
tricks: 1
plan: 4
wheel: 1
smoothly: 2
seized: 13
malkin: 3
noticeit: 1
continue: 2
eclairs: 1
fail: 2
love: 3
movies: 1
try: 38
wristwatch: 1
wheezed: 1
visitor: 2
breath: 15
exact: 1
invisibility: 14
straightened: 2
bravery: 3
wrestle: 1
rock: 12
feelinghe: 1
agethe: 1
ginny: 5
himself: 65
held: 21
bitterly: 3
wideawake: 1
greenhouse: 1
tomatoes: 1
breeze: 2
rattling: 4
from: 238
during: 10
oddball: 1
druidess: 1
whatis: 1
boarded: 2
older: 5
interest: 4
tortoise: 1
kindling: 1
whacked: 1
imprecise: 1
thoughtsnape: 1
downstairs: 4
moments: 4
softly: 4
stuffone: 1
cmon: 1
subject: 3
though: 86
clapping: 5
lonely: 1
roughly: 4
by: 150
shelf: 3
countercurses: 1
commanded: 1
settling: 1
rifle: 2
wrongly: 1
air: 42
tapping: 4
fabulous: 1
crumbling: 1
working: 10
wife: 3
lying: 12
tutfame: 1
weigh: 1
awful: 1
shack: 2
field: 17
tapped: 5
goesshes: 1
given: 19
sense: 4
bedrooms: 1
trickling: 1
swig: 1
cabbage: 2
knows: 19
rasping: 1
motorcycle: 8
harryabout: 1
daddy: 1
level: 3
painful: 3
shortly: 4
therefore: 2
whos: 10
among: 4
wed: 12
quivering: 4
skidding: 1
swear: 1
ignore: 3
sounds: 3
shoes: 2
nice: 23
thenan: 1
scared: 14
threw: 17
visiting: 1
hey: 4
feettwenty: 1
kneesharry: 1
load: 1
powerful: 11
tangled: 2
party: 2
dangling: 3
doubled: 1
peeves: 30
pupils: 2
furious: 9
slamming: 2
necks: 4
losehim: 1
lawns: 1
knee: 4
nonmagic: 1
sensible: 1
international: 1
roared: 4
actually: 2
changed: 11
attack: 2
letme: 1
beenimagine: 1
croaked: 3
trusted: 2
rested: 1
curtains: 3
courage: 6
tosh: 1
whistlethreetwo: 1
ignored: 7
seeming: 1
coursethe: 1
choking: 2
clutched: 4
line: 11
pppetunia: 1
dull: 2
white: 35
difference: 4
within: 3
pointedat: 1
shore: 1
blow: 3
slippery: 1
shaking: 13
writing: 4
ley: 1
earth: 10
rare: 4
weathers: 1
spread: 3
pince: 3
mark: 5
grunting: 1
comforting: 2
oddment: 1
flipped: 2
chased: 2
sound: 18
shoutedgryffindor: 1
shed: 13
merely: 1
soafter: 1
sleep: 18
surrounding: 2
endsso: 1
speakin: 1
badger: 1
matches: 2
eagle: 3
bullied: 1
tourists: 1
hes: 63
lip: 3
neck: 17
bearing: 1
headless: 6
wriggledin: 1
scandal: 1
tears: 7
amid: 1
seal: 1
opinion: 4
nicer: 2
glory: 2
trembling: 8
sneaked: 1
africa: 1
stamp: 4
spilling: 1
toadless: 3
flutter: 3
wham: 1
surrey: 1
blackboard: 1
rude: 4
due: 1
curious: 7
relativeshe: 1
road: 7
elastic: 1
furiouslyhowdare: 1
likemimblewimble: 1
steadily: 1
swapped: 2
time: 115
either: 23
dare: 10
curtainsits: 1
echoes: 1
chewed: 1
grayish: 1
remarkably: 1
car: 20
lopsided: 1
knees: 10
learningwill: 1
dangerously: 1
that: 586
trash: 5
cheek: 4
stick: 10
banged: 2
thought: 92
weapon: 1
deepest: 1
dear: 19
rather: 22
mugs: 1
rich: 2
hungrily: 2
elephant: 1
cursed: 4
gets: 9
tickling: 1
instruments: 1
jello: 1
heels: 1
faint: 5
bowl: 4
doorstep: 2
taunting: 1
further: 1
swimming: 2
thousandfastest: 1
deliverin: 1
griffin: 1
breakfast: 11
shrieks: 2
fir: 1
swarthy: 1
works: 1
disgruntled: 2
tallfor: 1
cracked: 2
dragonmalfoy: 1
meone: 1
snapped: 25
dudleykins: 1
tyke: 2
hermionelook: 1
gum: 1
country: 4
burst: 11
front: 51
humbugs: 2
racing: 11
tabby: 4
proudest: 1
coffee: 1
training: 6
smartly: 1
midjump: 1
beak: 3
mugglessomeone: 1
leg: 18
director: 2
teachers: 19
boaters: 1
straw: 1
maroon: 3
seat: 18
wantin: 1
tasted: 2
jessica: 1
uniform: 7
learn: 15
itit: 2
goodnessvernon: 1
investigations: 1
toilets: 2
normally: 3
parted: 2
trunk: 9
forgotten: 17
local: 1
quick: 9
toowellnoble: 1
forgetting: 1
common: 23
accepted: 2
cutting: 1
picking: 2
gordon: 1
malcolm: 1
starved: 1
shrank: 3
visited: 3
escaping: 2
thingsterrible: 1
demanded: 3
undursleyish: 1
crutches: 1
punishment: 2
longest: 1
earned: 1
escape: 3
circus: 1
nobody: 11
christmas: 25
emerald: 6
everybody: 6
vanish: 2
bounds: 2
hung: 12
short: 5
weirdest: 1
skimming: 2
furling: 1
friendly: 5
hangings: 2
forcing: 1
merrily: 4
stone: 74
waved: 10
wild: 13
widera: 1
tailcoats: 1
soothe: 1
buying: 3
cheap: 1
younger: 4
boil: 1
imagine: 5
skipped: 1
pain: 16
flash: 7
ours: 3
speaking: 6
blinding: 3
boyany: 1
walnut: 2
vision: 1
fields: 3
long: 70
feeling: 24
strained: 3
but: 451
miserable: 2
mist: 1
sneaking: 4
roar: 3
risk: 3
entrance: 10
bringing: 5
brandy: 4
attacked: 1
run: 16
seen: 51
safely: 7
human: 6
fear: 10
west: 2
chasers: 8
saygocupboardstayno: 1
hatching: 2
blowing: 2
speak: 20
students: 29
dishes: 1
chatter: 2
sunshine: 1
inhagrid: 1
death: 9
itneville: 1
sliding: 3
hammer: 1
isits: 1
nononot: 1
squeeze: 1
some: 79
playfully: 1
handful: 2
tearful: 1
bottle: 10
snap: 2
gibber: 1
roots: 2
mounted: 2
jokes: 1
courtyard: 2
cup: 18
frying: 2
filled: 7
longingly: 1
harryquirrells: 1
cobbled: 1
thedaily: 3
mouthed: 2
saidbrazil: 1
hissing: 4
blew: 6
swiftly: 3
returned: 3
lamp: 15
slid: 9
fluid: 1
carousel: 1
screamed: 10
rapidly: 1
ribs: 3
deafening: 3
peering: 7
fixed: 6
onthis: 1
sheets: 5
boa: 5
jabbed: 2
fussing: 1
porridge: 2
student: 2
annoying: 2
bits: 5
pocketsbunches: 1
suits: 1
want: 72
test: 3
vacation: 2
visit: 6
hammering: 2
toads: 2
rocks: 1
company: 2
rarely: 1
cantdeliver: 1
itselfno: 1
screamand: 1
pomfrey: 11
impressed: 4
boredom: 1
prodding: 1
dislike: 1
rooting: 1
knuckles: 2
strangers: 2
tangles: 1
hummedtiptoe: 1
darkened: 1
budge: 4
you: 813
pewter: 3
beet: 1
glistening: 1
genius: 2
hundreds: 10
proper: 5
against: 34
canbut: 1
baked: 2
talking: 29
anymore: 7
aaaaaaaaaargh: 1
yehso: 1
gripped: 3
crushed: 1
promptly: 1
fangs: 6
paracelsus: 1
hagrids: 33
drawling: 2
snake: 18
illill: 1
refusing: 1
pinpricks: 1
muggles: 17
natural: 2
heaps: 1
cobras: 1
slithering: 5
delighted: 6
groped: 1
snakes: 1
longer: 3
cool: 3
hourglasses: 1
goblet: 2
restaurant: 1
presents: 10
ate: 4
lots: 7
scrabbling: 1
woman: 18
drawn: 2
two: 95
glancing: 4
eight: 5
midst: 1
am: 10
bored: 3
trotting: 1
hurry: 12
ice: 10
itlily: 1
toilet: 8
sunny: 2
snuffboxpoints: 1
teabags: 1
dangerous: 9
there: 256
deep: 15
currently: 2
crashed: 4
earmuffs: 1
sidled: 2
wash: 2
hoodlums: 1
thanks: 13
head: 95
sorts: 4
sandy: 3
pheasants: 1
upset: 5
remembrall: 8
complain: 5
object: 1
knickerbockers: 2
spending: 1
council: 1
different: 19
chickened: 1
criedoh: 1
pretend: 4
pink: 14
wind: 8
sorcerers: 16
playinhes: 1
combinationholly: 1
went: 71
right: 120
sppose: 1
scrawny: 2
jobs: 1
drove: 6
everyone: 52
buildings: 1
dappled: 1
wasnt: 76
unsticking: 1
done: 43
gang: 5
gorgons: 1
control: 5
peevess: 1
punished: 4
wrestled: 1
foretold: 1
relief: 8
terrible: 14
grasped: 1
bewareof: 1
since: 22
coldly: 4
fourteenb: 1
tawny: 1
fitted: 4
down: 181
ballsthe: 1
nose: 30
making: 18
who: 160
earlyits: 1
whathas: 1
professor: 170
force: 8
baggy: 2
unpleasant: 4
crinkled: 1
ended: 1
reward: 1
main: 2
ketchup: 1
swallowed: 6
hide: 4
write: 2
bald: 4
fell: 46
taken: 28
barbers: 1
telling: 18
confusing: 2
happened: 30
gettin: 6
longed: 1
honestly: 4
wight: 1
circumstances: 2
except: 22
rat: 6
howard: 1
tucked: 3
letter: 43
lord: 4
describing: 1
hour: 13
ninemaybe: 1
rangoh: 1
gap: 2
cartoonthey: 1
pecked: 1
mum: 5
spspoils: 1
firm: 2
swapping: 1
tennis: 1
true: 12
between: 20
busy: 11
zoo: 6
dursleyim: 1
snarled: 8
jaws: 3
drip: 1
danger: 3
outside: 35
ruins: 1
leering: 1
whisk: 1
crossed: 7
sleepless: 1
chopped: 1
steeply: 1
branches: 8
streaked: 5
tinge: 1
happen: 11
beady: 2
longbottom: 7
puffing: 3
alland: 1
vcr: 2
overcoat: 4
slight: 2
hopefully: 2
yeahso: 1
doorbell: 1
quentin: 1
detentionsyes: 1
halfandhalf: 1
hairs: 3
nonsensefor: 1
called: 41
lookread: 1
anyway: 27
cloaks: 5
werewolves: 1
things: 52
reminded: 10
faintly: 2
school: 66
sweet: 4
question: 10
parking: 3
heavens: 3
mad: 16
wheres: 6
candya: 1
whole: 33
pinched: 1
parks: 1
realized: 17
knitting: 1
rubbing: 3
warm: 6
rightare: 1
wig: 2
cannon: 2
does: 23
ripping: 2
element: 1
clouted: 1
welli: 4
wizardyou: 1
ah: 10
meals: 1
goinggone: 1
glass: 21
pictures: 1
anxious: 2
agree: 2
huddle: 2
morning: 30
knowchocolate: 1
gazed: 1
gathering: 2
disgusted: 2
wordsplatform: 1
remote: 2
crackers: 2
sticks: 5
sobs: 1
porpington: 1
tea: 14
slowlyso: 1
swipe: 1
unblinkingly: 2
carts: 1
seconds: 16
swam: 1
showing: 7
excuses: 1
stones: 8
crooked: 2
herelisten: 1
snapes: 27
stories: 3
seventytwo: 1
yehare: 1
argument: 1
cozy: 2
having: 15
scented: 1
braver: 4
constrictors: 1
theirglasses: 1
uncoiling: 1
when: 177
case: 12
ashen: 1
happy: 12
suspicious: 1
bedspread: 1
began: 23
retracing: 1
lately: 3
present: 5
flattering: 1
cmere: 1
wasnot: 1
heardive: 1
couple: 8
dared: 3
at: 622
blue: 12
those: 24
marges: 2
chuckledlittle: 1
dragged: 6
damn: 1
rounded: 4
counted: 4
itan: 1
sleeps: 1
stare: 5
catches: 1
yerself: 1
reminds: 3
planned: 1
pig: 7
puppet: 1
shuffled: 4
squeaky: 1
floor: 51
paid: 3
stroked: 3
youknowwho: 17
really: 68
wayall: 1
needed: 9
newspaper: 7
himthe: 1
scoring: 1
start: 19
questions: 13
plenty: 1
wants: 7
setting: 3
hunt: 1
crash: 10
throwing: 10
close: 19
asking: 8
nonsense: 3
sleeping: 3
headmistress: 2
dusk: 1
moneys: 1
appearance: 2
bonfire: 1
wore: 5
raising: 3
own: 32
lecturin: 1
youdlike: 1
scotch: 1
numbers: 2
untidy: 2
iive: 1
hearts: 4
round: 24
louder: 1
mcgonagall: 91
hatches: 1
grief: 1
bath: 1
harrysit: 1
comets: 1
clicked: 7
city: 1
skinnier: 1
struggled: 4
compartments: 1
often: 8
favorite: 7
hunger: 2
exerciseunless: 1
hated: 8
mystery: 1
horrible: 20
youone: 1
thoughts: 1
cups: 2
youth: 1
declared: 1
notes: 7
yehll: 4
hall: 48
pinned: 6
laws: 1
speck: 1
praying: 1
floated: 2
stroke: 1
knight: 7
direction: 13
spiders: 2
bakers: 1
heap: 2
checking: 3
sob: 1
saidpotter: 1
mistakei: 1
yehtook: 1
gonna: 4
didnt: 194
squashed: 1
beechwood: 1
kitchen: 14
lighted: 2
smoked: 1
yet: 34
slyly: 1
become: 8
met: 19
wall: 36
can: 80
yetwhat: 1
greatest: 5
willing: 1
your: 143
computer: 6
legs: 22
stiff: 2
steps: 9
newt: 1
bonnetsbut: 1
snatch: 1
greedfor: 1
showed: 16
mantelpiece: 1
streamed: 2
smaller: 3
photographs: 5
rulebreaking: 1
list: 7
fateful: 1
nine: 17
fixing: 1
nervously: 10
answering: 1
percy: 35
gardens: 1
future: 1
youcant: 1
emptied: 4
whizzing: 1
rubies: 1
peaceful: 1
voices: 5
sell: 1
icing: 1
jealous: 1
leader: 1
smuggle: 1
dancing: 3
sayit: 1
grown: 6
lookharrys: 1
gleefully: 1
dudleygojust: 1
milk: 1
youd: 20
hours: 8
shields: 1
poisonous: 2
realize: 10
kitchens: 4
daughter: 1
flooded: 4
bred: 1
beside: 4
dosomething: 1
robes: 25
men: 3
without: 41
creak: 1
marked: 1
pressed: 7
rolled: 11
soon: 14
nostrils: 8
inky: 1
frozen: 2
stop: 42
silent: 9
caught: 38
wristwatches: 1
stadium: 1
hedges: 1
rushed: 8
neat: 5
chessmen: 8
ought: 4
hotel: 3
upper: 1
thefuturethere: 1
heel: 2
wearing: 18
luck: 9
passing: 7
wilder: 2
make: 53
incredible: 4
ledgers: 1
chuckled: 6
knitted: 1
scowl: 1
screeched: 2
seize: 2
youdo: 1
reply: 1
scar: 17
shall: 7
course: 45
mcgonagallafter: 1
engine: 3
staircasethey: 1
jacket: 3
signs: 1
stormed: 1
sometimes: 8
flourish: 1
yeah: 16
haddone: 1
easy: 12
moms: 2
supply: 1
stuff: 13
typesjust: 1
knights: 1
staying: 4
grip: 3
eh: 13
gain: 1
volsorryi: 1
wasto: 1
business: 10
blown: 4
birds: 5
doorway: 6
furiously: 9
dearyou: 1
anda: 2
three: 69
plates: 6
pavement: 1
minute: 13
butwhats: 1
reckon: 6
highlike: 1
indoors: 1
term: 8
where: 95
heaven: 2
harrys: 110
laid: 3
rummaged: 1
string: 1
potatoes: 4
chimney: 2
cheating: 1
movements: 4
spot: 8
buzz: 1
they: 583
somehow: 12
poured: 1
cake: 7
mindwhere: 1
deadan: 1
sadknew: 1
horror: 11
sniffling: 1
beaters: 3
scissors: 1
burying: 1
thankful: 1
flop: 1
alberic: 1
shhh: 1
arrangements: 1
dog: 22
wounded: 1
lizards: 1
turnin: 1
bobbing: 4
witchcraft: 5
howl: 1
moon: 6
icy: 4
gown: 1
snorted: 2
whiskery: 1
illegal: 2
hamburger: 4
sixth: 2
thegar: 1
sundays: 1
brick: 3
holding: 26
open: 55
scratchy: 1
steal: 10
sofa: 10
bite: 4
shaggy: 2
leaving: 12
delicious: 4
neatly: 2
raised: 19
dearest: 1
wailed: 2
sure: 42
itbut: 1
classes: 6
telescope: 2
majorca: 1
large: 51
drop: 7
belonging: 1
fiercely: 2
smallest: 4
whispered: 33
hopes: 1
looking: 108
withwith: 1
hoops: 6
cut: 8
hallhe: 1
clanging: 1
affectthem: 1
fathers: 7
birthdayhow: 1
shaped: 4
ceremonys: 1
handsmy: 1
knickerbocker: 1
boythis: 1
hugged: 3
curiously: 5
jet: 4
di: 1
jerked: 10
beach: 1
sneakers: 1
door: 104
makes: 4
tuft: 1
hoped: 4
under: 39
stammered: 3
visible: 2
forty: 2
other: 89
flute: 6
reallyhas: 1
been: 209
forward: 33
kill: 20
beaverskin: 1
brown: 10
complex: 1
nowmr: 1
behaving: 3
swarmin: 1
continued: 1
bought: 9
ggot: 1
kip: 1
granite: 1
destroyed: 4
sirhouse: 1
relieved: 6
bundle: 5
ive: 68
arms: 23
baby: 10
lanterns: 1
week: 23
rightplease: 1
briskly: 2
leather: 4
broom: 34
batty: 1
spinning: 1
drummed: 1
trollin: 1
ted: 1
dressed: 7
squeezed: 4
size: 9
hid: 2
moment: 46
extra: 6
simply: 8
whoop: 1
raisins: 1
tantrum: 3
sucked: 1
missed: 4
set: 26
smelling: 1
huge: 20
eerie: 1
headlight: 1
probably: 10
whirl: 2
nearly: 35
report: 4
spoke: 19
galleon: 1
shove: 1
moved: 22
grew: 5
drafty: 1
beginners: 1
learning: 3
ink: 4
managed: 20
better: 40
mauve: 1
rumbling: 3
nah: 6
jordans: 1
youve: 31
step: 10
idiot: 4
wingardium: 1
alltheres: 1
forbidden: 9
fluffyand: 1
shootingstars: 1
hold: 12
thered: 1
take: 61
growing: 1
boys: 18
arent: 13
top: 33
motheri: 1
ran: 19
climbing: 3
arsenius: 1
appear: 1
broad: 2
surprised: 7
grand: 1
big: 28
legendi: 1
of: 1257
hell: 17
truthful: 1
alone: 19
dazed: 1
meant: 9
herbology: 5
happenedone: 1
tank: 3
firmly: 3
best: 34
fashion: 2
reddish: 1
sweets: 7
safest: 2
closed: 5
sssorry: 1
mother: 26
pouch: 1
potterthe: 1
listen: 14
sipped: 1
running: 14
wing: 8
journey: 3
malfay: 2
socks: 5
oughta: 1
admirers: 1
jumping: 3
nearby: 2
kinds: 1
grabbed: 12
meanyour: 1
stooping: 1
shinin: 1
slam: 1
straight: 25
everything: 29
livehere: 1
boltedso: 1
spent: 11
mean: 31
after: 66
studyin: 1
raw: 1
disgust: 2
meanyoucant: 1
bites: 1
scream: 2
saidhagrids: 1
addresshow: 1
understand: 17
sprout: 2
standing: 33
uncle: 119
playing: 14
talk: 20
waited: 7
worse: 13
mewhy: 1
magical: 11
complicated: 2
six: 13
gym: 1
yellowf: 1
blankets: 6
id: 29
dungeonsthought: 1
sun: 5
delivered: 1
far: 22
moving: 8
planets: 6
nosed: 2
hands: 32
whisper: 7
video: 3
i: 598
tunnels: 1
manner: 1
tunnel: 1
ronniekins: 1
odd: 13
arearethat: 1
watch: 18
ppick: 1
lunged: 1
bushy: 3
stoneinside: 1
bulstrode: 1
took: 62
ask: 33
camewas: 1
marks: 4
isnt: 22
boarhound: 2
hogs: 1
draw: 1
husband: 1
heedof: 1
lace: 1
amigo: 1
may: 10
being: 39
astounding: 1
mine: 2
ag: 1
conductor: 1
allthe: 1
minerva: 1
glumly: 1
erpetunia: 1
absolutely: 2
similar: 1
interestinglooking: 1
holly: 1
waking: 1
wereour: 1
ivy: 1
power: 9
quicker: 4
places: 4
buthe: 1
heavily: 4
center: 1
vast: 3
bowed: 9
theyredead: 1
gossiped: 1
opened: 19
pay: 5
sleepiness: 1
threequarters: 8
malkins: 4
ground: 34
looked: 169
age: 4
itsallmyruddyfault: 1
takin: 3
hat: 39
sideways: 4
johnson: 4
lumpy: 6
blocks: 1
ron: 406
spore: 1
flatter: 1
hollow: 1
brazil: 2
thingnoticing: 1
sneering: 1
ball: 11
insides: 1
moons: 2
fat: 21
godrics: 1
drink: 9
rememberedcharlies: 1
voice: 58
dddark: 1
toys: 2
prevent: 1
lady: 9
hesitated: 2
answer: 22
headthe: 1
amuse: 2
bombs: 1
flinging: 1
man: 34
coldan: 1
whatevereveryone: 1
buyin: 1
town: 5
weve: 40
goodevery: 1
do: 162
thirteen: 8
tend: 1
harry: 1193
train: 30
hard: 30
somewhere: 21
wooden: 7
throat: 4
wipe: 1
real: 12
crazy: 2
explain: 11
flying: 13
ruined: 3
overhead: 6
discuss: 1
reached: 37
noises: 2
weeds: 1
above: 15
helpedprotect: 1
carved: 2
therumors: 1
faceand: 1
sank: 5
shot: 11
slytherin: 47
liked: 14
knowher: 1
treeput: 1
statue: 3
whined: 1
sickening: 2
mumbled: 5
knocking: 8
use: 23
fact: 15
legged: 1
sweater: 10
fatherd: 1
miss: 13
liking: 3
tights: 1
about: 221
swishy: 1
expected: 12
staring: 23
powers: 3
yellow: 5
aren: 1
shrill: 1
easiest: 1
aredragons: 1
possibly: 5
sign: 17
dangerousand: 1
keep: 56
bus: 1
defeat: 2
defense: 3
again: 97
repeated: 6
camera: 3
sleepy: 3
snowy: 5
unicornsnever: 1
practice: 13
call: 19
ray: 2
youknowwhohas: 1
hovering: 1
whisperers: 1
fighting: 6
died: 18
inch: 1
heading: 1
buckled: 1
itis: 2
sadly: 3
carriages: 1
fond: 2
grandmother: 2
nooh: 1
distance: 4
fix: 1
brand: 1
sidesecond: 1
dates: 2
safety: 1
elses: 2
receiver: 1
phyllida: 1
cauldronsall: 1
hovered: 2
stronger: 1
drooling: 1
hufflepuffs: 4
care: 7
admiring: 3
certainly: 8
practical: 1
beastie: 1
twenty: 11
stopped: 29
flitwicks: 1
mistakes: 1
sharp: 12
doors: 16
smiling: 20
bedroom: 6
airily: 1
century: 4
careless: 2
downright: 2
unpopular: 1
boots: 5
potterany: 1
paraded: 1
jumped: 13
sweetums: 1
else: 35
eleven: 15
celebrate: 2
doormatsomethingalive: 1
weare: 1
scored: 2
wormwood: 2
darling: 1
page: 2
precious: 2
stifling: 1
poor: 7
timehe: 1
checked: 2
dodged: 4
complete: 4
friendnicolas: 1
barely: 5
blacktheres: 1
suddenly: 68
putting: 5
transform: 1
roast: 5
fine: 7
airplane: 2
hogwartsyehll: 1
enclose: 1
kentill: 1
twos: 1
yelled: 14
covers: 2
groaned: 5
homemade: 1
impatiently: 3
leaning: 4
walk: 12
haaaaaa: 1
ravenclawif: 1
noeven: 1
person: 8
careful: 9
hissed: 7
words: 22
biggest: 3
witch: 12
everyones: 4
hop: 1
sit: 12
cloudy: 2
through: 125
net: 1
tight: 9
collectfamous: 1
voldemorts: 7
folk: 4
watched: 21
exactly: 20
shooting: 5
wrinkled: 2
schedules: 2
normal: 10
fancy: 1
herifhed: 1
bent: 14
hut: 19
alchemist: 1
oddly: 2
itand: 1
mind: 45
summat: 7
sagged: 2
twelve: 15
heave: 1
backed: 3
drive: 19
halloween: 10
flicking: 1
light: 26
are: 151
greek: 1
ribbon: 1
trailed: 1
well: 124
cryingit: 1
year: 34
nearest: 6
fret: 1
afterward: 2
devon: 1
too: 98
flicked: 3
puddings: 1
slouched: 1
sowildlong: 1
hagridwhatsthat: 1
cigarette: 1
auntie: 2
strange: 23
boring: 3
owned: 4
anywhere: 6
ten: 29
worlds: 1
clap: 2
mistletoe: 1
chances: 1
end: 47
jump: 8
aboard: 1
mouth: 20
separated: 1
anyone: 36
feel: 20
nor: 6
trousers: 3
javelin: 1
starts: 3
creams: 2
price: 1
cccant: 1
stumbled: 4
groups: 1
spectacles: 2
sirius: 2
hagridwed: 1
could: 192
somebody: 3
near: 16
behind: 78
icould: 1
window: 32
these: 37
crouching: 2
knowoh: 1
panicked: 1
anything: 71
swept: 2
sweltering: 1
dairy: 1
uric: 1
purple: 14
rags: 1
haircut: 2
blackpool: 1
sworn: 2
harvey: 1
chappie: 1
enough: 46
gold: 28
headwingardium: 1
crowded: 4
hufflepuff: 17
beard: 12
hair: 37
silver: 32
angrilymy: 1
watchinghe: 1
stay: 23
meanwhile: 5
flies: 1
spider: 1
runrun: 1
dozen: 3
middle: 13
wanted: 45
gray: 13
rattled: 4
tickled: 1
stretch: 1
againthe: 2
lend: 1
which: 87
shake: 8
steak: 3
watching: 17
cars: 2
reported: 1
splashes: 1
lighter: 2
smoother: 1
awake: 6
desk: 6
dirt: 1
swooped: 7
snitch: 18
stolen: 3
desperate: 8
play: 18
thatpig: 1
drifting: 1
shapeless: 1
fair: 4
overit: 1
maybe: 18
turned: 76
ttto: 2
sternly: 1
worrying: 3
ronan: 20
yawned: 2
meanin: 1
sat: 45
complained: 5
kind: 9
calming: 1
teamthe: 1
written: 11
aunt: 65
entered: 7
simmering: 1
paper: 13
james: 5
opposite: 9
